,Filepaths,Labels
6328,preprocessed_images\Corn_Earworm_Moth\321009012.jpg,Corn_Earworm_Moth
6329,preprocessed_images\Corn_Earworm_Moth\321009099.jpg,Corn_Earworm_Moth
6330,preprocessed_images\Corn_Earworm_Moth\321009143.jpg,Corn_Earworm_Moth
6331,preprocessed_images\Corn_Earworm_Moth\321041363.jpg,Corn_Earworm_Moth
6332,preprocessed_images\Corn_Earworm_Moth\321041374.jpg,Corn_Earworm_Moth
6333,preprocessed_images\Corn_Earworm_Moth\321044962.jpg,Corn_Earworm_Moth
6334,preprocessed_images\Corn_Earworm_Moth\321078153.jpg,Corn_Earworm_Moth
6335,preprocessed_images\Corn_Earworm_Moth\321078289.jpg,Corn_Earworm_Moth
6336,preprocessed_images\Corn_Earworm_Moth\321146127.jpg,Corn_Earworm_Moth
6337,preprocessed_images\Corn_Earworm_Moth\321172862.jpg,Corn_Earworm_Moth
6338,preprocessed_images\Corn_Earworm_Moth\321173106.jpg,Corn_Earworm_Moth
6339,preprocessed_images\Corn_Earworm_Moth\321252842.jpg,Corn_Earworm_Moth
6340,preprocessed_images\Corn_Earworm_Moth\321277520.jpg,Corn_Earworm_Moth
6341,preprocessed_images\Corn_Earworm_Moth\321277609.jpg,Corn_Earworm_Moth
6342,preprocessed_images\Corn_Earworm_Moth\321280331.jpg,Corn_Earworm_Moth
6343,preprocessed_images\Corn_Earworm_Moth\321280409.jpg,Corn_Earworm_Moth
6344,preprocessed_images\Corn_Earworm_Moth\321284574.jpg,Corn_Earworm_Moth
6345,preprocessed_images\Corn_Earworm_Moth\321284655.jpg,Corn_Earworm_Moth
6346,preprocessed_images\Corn_Earworm_Moth\321284686.jpg,Corn_Earworm_Moth
6347,preprocessed_images\Corn_Earworm_Moth\321285602.jpg,Corn_Earworm_Moth
6348,preprocessed_images\Corn_Earworm_Moth\321285621.jpg,Corn_Earworm_Moth
6349,preprocessed_images\Corn_Earworm_Moth\321304832.jpg,Corn_Earworm_Moth
6350,preprocessed_images\Corn_Earworm_Moth\321304978.jpg,Corn_Earworm_Moth
6351,preprocessed_images\Corn_Earworm_Moth\321317784.jpg,Corn_Earworm_Moth
6352,preprocessed_images\Corn_Earworm_Moth\321317988.jpg,Corn_Earworm_Moth
6353,preprocessed_images\Corn_Earworm_Moth\321319471.jpg,Corn_Earworm_Moth
6354,preprocessed_images\Corn_Earworm_Moth\321320495.jpg,Corn_Earworm_Moth
6355,preprocessed_images\Corn_Earworm_Moth\321325193.jpg,Corn_Earworm_Moth
6356,preprocessed_images\Corn_Earworm_Moth\321405268.jpg,Corn_Earworm_Moth
6357,preprocessed_images\Corn_Earworm_Moth\321405904.jpg,Corn_Earworm_Moth
6358,preprocessed_images\Corn_Earworm_Moth\321405938.jpg,Corn_Earworm_Moth
6359,preprocessed_images\Corn_Earworm_Moth\321449833.jpg,Corn_Earworm_Moth
6360,preprocessed_images\Corn_Earworm_Moth\321497028.jpg,Corn_Earworm_Moth
6361,preprocessed_images\Corn_Earworm_Moth\321501926.jpg,Corn_Earworm_Moth
6362,preprocessed_images\Corn_Earworm_Moth\321514387.jpg,Corn_Earworm_Moth
6363,preprocessed_images\Corn_Earworm_Moth\321542751.jpg,Corn_Earworm_Moth
6364,preprocessed_images\Corn_Earworm_Moth\321542928.jpg,Corn_Earworm_Moth
6365,preprocessed_images\Corn_Earworm_Moth\321542984.jpg,Corn_Earworm_Moth
6366,preprocessed_images\Corn_Earworm_Moth\321543619.jpg,Corn_Earworm_Moth
6367,preprocessed_images\Corn_Earworm_Moth\321544070.jpg,Corn_Earworm_Moth
6368,preprocessed_images\Corn_Earworm_Moth\321544144.jpg,Corn_Earworm_Moth
6369,preprocessed_images\Corn_Earworm_Moth\321544211.jpg,Corn_Earworm_Moth
6370,preprocessed_images\Corn_Earworm_Moth\321547642.jpg,Corn_Earworm_Moth
6371,preprocessed_images\Corn_Earworm_Moth\321552905.jpg,Corn_Earworm_Moth
6372,preprocessed_images\Corn_Earworm_Moth\321565465.jpg,Corn_Earworm_Moth
6373,preprocessed_images\Corn_Earworm_Moth\321579238.jpg,Corn_Earworm_Moth
6374,preprocessed_images\Corn_Earworm_Moth\321612772.jpg,Corn_Earworm_Moth
6375,preprocessed_images\Corn_Earworm_Moth\321619987.jpg,Corn_Earworm_Moth
6376,preprocessed_images\Corn_Earworm_Moth\321621209.jpg,Corn_Earworm_Moth
6377,preprocessed_images\Corn_Earworm_Moth\321621502.jpg,Corn_Earworm_Moth
6378,preprocessed_images\Corn_Earworm_Moth\321630839.jpg,Corn_Earworm_Moth
6379,preprocessed_images\Corn_Earworm_Moth\321649934.jpg,Corn_Earworm_Moth
6380,preprocessed_images\Corn_Earworm_Moth\321655628.jpg,Corn_Earworm_Moth
6381,preprocessed_images\Corn_Earworm_Moth\321655635.jpg,Corn_Earworm_Moth
6382,preprocessed_images\Corn_Earworm_Moth\321657704.jpg,Corn_Earworm_Moth
6383,preprocessed_images\Corn_Earworm_Moth\321657725.jpg,Corn_Earworm_Moth
6384,preprocessed_images\Corn_Earworm_Moth\321706426.jpg,Corn_Earworm_Moth
6385,preprocessed_images\Corn_Earworm_Moth\321708713.jpg,Corn_Earworm_Moth
6386,preprocessed_images\Corn_Earworm_Moth\321719857.jpg,Corn_Earworm_Moth
6387,preprocessed_images\Corn_Earworm_Moth\321757945.jpg,Corn_Earworm_Moth
6388,preprocessed_images\Corn_Earworm_Moth\321771320.jpg,Corn_Earworm_Moth
6389,preprocessed_images\Corn_Earworm_Moth\321776063.jpg,Corn_Earworm_Moth
6390,preprocessed_images\Corn_Earworm_Moth\321776074.jpg,Corn_Earworm_Moth
6391,preprocessed_images\Corn_Earworm_Moth\321776103.jpg,Corn_Earworm_Moth
6392,preprocessed_images\Corn_Earworm_Moth\321776114.jpg,Corn_Earworm_Moth
6393,preprocessed_images\Corn_Earworm_Moth\321782321.jpg,Corn_Earworm_Moth
6394,preprocessed_images\Corn_Earworm_Moth\321782528.jpg,Corn_Earworm_Moth
6395,preprocessed_images\Corn_Earworm_Moth\321801157.jpg,Corn_Earworm_Moth
6396,preprocessed_images\Corn_Earworm_Moth\321801370.jpg,Corn_Earworm_Moth
6397,preprocessed_images\Corn_Earworm_Moth\321803920.jpg,Corn_Earworm_Moth
6398,preprocessed_images\Corn_Earworm_Moth\321803975.jpg,Corn_Earworm_Moth
6399,preprocessed_images\Corn_Earworm_Moth\321808369.jpg,Corn_Earworm_Moth
6400,preprocessed_images\Corn_Earworm_Moth\321810477.jpg,Corn_Earworm_Moth
6401,preprocessed_images\Corn_Earworm_Moth\321810677.jpg,Corn_Earworm_Moth
6402,preprocessed_images\Corn_Earworm_Moth\321810801.jpg,Corn_Earworm_Moth
6403,preprocessed_images\Corn_Earworm_Moth\321810830.jpg,Corn_Earworm_Moth
6404,preprocessed_images\Corn_Earworm_Moth\321833404.jpg,Corn_Earworm_Moth
6405,preprocessed_images\Corn_Earworm_Moth\321867763.jpg,Corn_Earworm_Moth
6406,preprocessed_images\Corn_Earworm_Moth\321867799.jpg,Corn_Earworm_Moth
6407,preprocessed_images\Corn_Earworm_Moth\321917986.jpg,Corn_Earworm_Moth
6408,preprocessed_images\Corn_Earworm_Moth\321983554.jpg,Corn_Earworm_Moth
6409,preprocessed_images\Corn_Earworm_Moth\322014752.jpg,Corn_Earworm_Moth
6410,preprocessed_images\Corn_Earworm_Moth\322016421.jpg,Corn_Earworm_Moth
6411,preprocessed_images\Corn_Earworm_Moth\322016422.jpg,Corn_Earworm_Moth
6412,preprocessed_images\Corn_Earworm_Moth\322016736.jpg,Corn_Earworm_Moth
6413,preprocessed_images\Corn_Earworm_Moth\322020244.jpg,Corn_Earworm_Moth
6414,preprocessed_images\Corn_Earworm_Moth\322020258.jpg,Corn_Earworm_Moth
6415,preprocessed_images\Corn_Earworm_Moth\322057644.jpg,Corn_Earworm_Moth
6416,preprocessed_images\Corn_Earworm_Moth\322059154.jpg,Corn_Earworm_Moth
6417,preprocessed_images\Corn_Earworm_Moth\322059159.jpg,Corn_Earworm_Moth
6418,preprocessed_images\Corn_Earworm_Moth\322059469.jpg,Corn_Earworm_Moth
6419,preprocessed_images\Corn_Earworm_Moth\322059577.jpg,Corn_Earworm_Moth
6420,preprocessed_images\Corn_Earworm_Moth\322089458.jpg,Corn_Earworm_Moth
6421,preprocessed_images\Corn_Earworm_Moth\322105305.jpg,Corn_Earworm_Moth
6422,preprocessed_images\Corn_Earworm_Moth\322143500.jpg,Corn_Earworm_Moth
6423,preprocessed_images\Corn_Earworm_Moth\322145496.jpg,Corn_Earworm_Moth
6424,preprocessed_images\Corn_Earworm_Moth\322145551.jpg,Corn_Earworm_Moth
6425,preprocessed_images\Corn_Earworm_Moth\322145561.jpg,Corn_Earworm_Moth
6426,preprocessed_images\Corn_Earworm_Moth\322145585.jpg,Corn_Earworm_Moth
6427,preprocessed_images\Corn_Earworm_Moth\322145589.jpg,Corn_Earworm_Moth
6428,preprocessed_images\Corn_Earworm_Moth\322187156.jpg,Corn_Earworm_Moth
6429,preprocessed_images\Corn_Earworm_Moth\322195602.jpg,Corn_Earworm_Moth
6430,preprocessed_images\Corn_Earworm_Moth\322224875.jpg,Corn_Earworm_Moth
6431,preprocessed_images\Corn_Earworm_Moth\322332706.jpg,Corn_Earworm_Moth
6432,preprocessed_images\Corn_Earworm_Moth\322349506.jpg,Corn_Earworm_Moth
6433,preprocessed_images\Corn_Earworm_Moth\322353661.jpg,Corn_Earworm_Moth
6434,preprocessed_images\Corn_Earworm_Moth\322354832.jpg,Corn_Earworm_Moth
6435,preprocessed_images\Corn_Earworm_Moth\322370984.jpg,Corn_Earworm_Moth
6436,preprocessed_images\Corn_Earworm_Moth\322379314.jpg,Corn_Earworm_Moth
6437,preprocessed_images\Corn_Earworm_Moth\322379396.jpg,Corn_Earworm_Moth
6438,preprocessed_images\Corn_Earworm_Moth\322379401.jpg,Corn_Earworm_Moth
6439,preprocessed_images\Corn_Earworm_Moth\322421438.jpg,Corn_Earworm_Moth
6440,preprocessed_images\Corn_Earworm_Moth\322421643.jpg,Corn_Earworm_Moth
6441,preprocessed_images\Corn_Earworm_Moth\322421743.jpg,Corn_Earworm_Moth
6442,preprocessed_images\Corn_Earworm_Moth\322421944.jpg,Corn_Earworm_Moth
6443,preprocessed_images\Corn_Earworm_Moth\322422141.jpg,Corn_Earworm_Moth
6444,preprocessed_images\Corn_Earworm_Moth\322440208.jpg,Corn_Earworm_Moth
6445,preprocessed_images\Corn_Earworm_Moth\322440224.jpg,Corn_Earworm_Moth
6446,preprocessed_images\Corn_Earworm_Moth\322461975.jpg,Corn_Earworm_Moth
6447,preprocessed_images\Corn_Earworm_Moth\322462286.jpg,Corn_Earworm_Moth
6448,preprocessed_images\Corn_Earworm_Moth\322469002.jpg,Corn_Earworm_Moth
6449,preprocessed_images\Corn_Earworm_Moth\322533599.jpg,Corn_Earworm_Moth
6450,preprocessed_images\European_Corn_Borer_Moth\100212083.jpg,European_Corn_Borer_Moth
6451,preprocessed_images\European_Corn_Borer_Moth\102450213.jpg,European_Corn_Borer_Moth
6452,preprocessed_images\European_Corn_Borer_Moth\102450216.jpg,European_Corn_Borer_Moth
6453,preprocessed_images\European_Corn_Borer_Moth\102883343.jpg,European_Corn_Borer_Moth
6454,preprocessed_images\European_Corn_Borer_Moth\102883353.jpg,European_Corn_Borer_Moth
6455,preprocessed_images\European_Corn_Borer_Moth\103240413.jpg,European_Corn_Borer_Moth
6456,preprocessed_images\European_Corn_Borer_Moth\104035011.jpg,European_Corn_Borer_Moth
6457,preprocessed_images\European_Corn_Borer_Moth\104361011.jpg,European_Corn_Borer_Moth
6458,preprocessed_images\European_Corn_Borer_Moth\104552545.jpg,European_Corn_Borer_Moth
6459,preprocessed_images\European_Corn_Borer_Moth\106296426.jpg,European_Corn_Borer_Moth
6460,preprocessed_images\European_Corn_Borer_Moth\108211076.jpg,European_Corn_Borer_Moth
6461,preprocessed_images\European_Corn_Borer_Moth\108634780.jpg,European_Corn_Borer_Moth
6462,preprocessed_images\European_Corn_Borer_Moth\108635566.jpg,European_Corn_Borer_Moth
6463,preprocessed_images\European_Corn_Borer_Moth\109937216.jpg,European_Corn_Borer_Moth
6464,preprocessed_images\European_Corn_Borer_Moth\109937366.jpg,European_Corn_Borer_Moth
6465,preprocessed_images\European_Corn_Borer_Moth\110652718.jpg,European_Corn_Borer_Moth
6466,preprocessed_images\European_Corn_Borer_Moth\112659346.jpg,European_Corn_Borer_Moth
6467,preprocessed_images\European_Corn_Borer_Moth\112710277.jpg,European_Corn_Borer_Moth
6468,preprocessed_images\European_Corn_Borer_Moth\112710430.jpg,European_Corn_Borer_Moth
6469,preprocessed_images\European_Corn_Borer_Moth\112710491.jpg,European_Corn_Borer_Moth
6470,preprocessed_images\European_Corn_Borer_Moth\112710498.jpg,European_Corn_Borer_Moth
6471,preprocessed_images\European_Corn_Borer_Moth\113054108.jpg,European_Corn_Borer_Moth
6472,preprocessed_images\European_Corn_Borer_Moth\113365919.jpg,European_Corn_Borer_Moth
6473,preprocessed_images\European_Corn_Borer_Moth\114826095.jpg,European_Corn_Borer_Moth
6474,preprocessed_images\European_Corn_Borer_Moth\116183028.jpg,European_Corn_Borer_Moth
6475,preprocessed_images\European_Corn_Borer_Moth\116325611.jpg,European_Corn_Borer_Moth
6476,preprocessed_images\European_Corn_Borer_Moth\116392799.jpg,European_Corn_Borer_Moth
6477,preprocessed_images\European_Corn_Borer_Moth\121049473.jpg,European_Corn_Borer_Moth
6478,preprocessed_images\European_Corn_Borer_Moth\123816340.jpg,European_Corn_Borer_Moth
6479,preprocessed_images\European_Corn_Borer_Moth\123826674.jpg,European_Corn_Borer_Moth
6480,preprocessed_images\European_Corn_Borer_Moth\124285578.jpg,European_Corn_Borer_Moth
6481,preprocessed_images\European_Corn_Borer_Moth\126312292.jpg,European_Corn_Borer_Moth
6482,preprocessed_images\European_Corn_Borer_Moth\128919854.jpg,European_Corn_Borer_Moth
6483,preprocessed_images\European_Corn_Borer_Moth\129103128.jpg,European_Corn_Borer_Moth
6484,preprocessed_images\European_Corn_Borer_Moth\129162056.jpg,European_Corn_Borer_Moth
6485,preprocessed_images\European_Corn_Borer_Moth\129887904.jpg,European_Corn_Borer_Moth
6486,preprocessed_images\European_Corn_Borer_Moth\130314717.jpg,European_Corn_Borer_Moth
6487,preprocessed_images\European_Corn_Borer_Moth\131723385.jpg,European_Corn_Borer_Moth
6488,preprocessed_images\European_Corn_Borer_Moth\132708867.jpg,European_Corn_Borer_Moth
6489,preprocessed_images\European_Corn_Borer_Moth\133359552.jpg,European_Corn_Borer_Moth
6490,preprocessed_images\European_Corn_Borer_Moth\133775644.jpg,European_Corn_Borer_Moth
6491,preprocessed_images\European_Corn_Borer_Moth\134316961.jpg,European_Corn_Borer_Moth
6492,preprocessed_images\European_Corn_Borer_Moth\134781367.jpg,European_Corn_Borer_Moth
6493,preprocessed_images\European_Corn_Borer_Moth\136001658.jpg,European_Corn_Borer_Moth
6494,preprocessed_images\European_Corn_Borer_Moth\136001699.jpg,European_Corn_Borer_Moth
6495,preprocessed_images\European_Corn_Borer_Moth\136001756.jpg,European_Corn_Borer_Moth
6496,preprocessed_images\European_Corn_Borer_Moth\136221173.jpg,European_Corn_Borer_Moth
6497,preprocessed_images\European_Corn_Borer_Moth\136499772.jpg,European_Corn_Borer_Moth
6498,preprocessed_images\European_Corn_Borer_Moth\136706090.jpg,European_Corn_Borer_Moth
6499,preprocessed_images\European_Corn_Borer_Moth\136724705.jpg,European_Corn_Borer_Moth
6500,preprocessed_images\European_Corn_Borer_Moth\137104508.jpg,European_Corn_Borer_Moth
6501,preprocessed_images\European_Corn_Borer_Moth\137280215.jpg,European_Corn_Borer_Moth
6502,preprocessed_images\European_Corn_Borer_Moth\137870956.jpg,European_Corn_Borer_Moth
6503,preprocessed_images\European_Corn_Borer_Moth\138498512.jpg,European_Corn_Borer_Moth
6504,preprocessed_images\European_Corn_Borer_Moth\138885158.jpg,European_Corn_Borer_Moth
6505,preprocessed_images\European_Corn_Borer_Moth\138896753.jpg,European_Corn_Borer_Moth
6506,preprocessed_images\European_Corn_Borer_Moth\138896955.jpg,European_Corn_Borer_Moth
6507,preprocessed_images\European_Corn_Borer_Moth\138931778.jpg,European_Corn_Borer_Moth
6508,preprocessed_images\European_Corn_Borer_Moth\139239323.jpg,European_Corn_Borer_Moth
6509,preprocessed_images\European_Corn_Borer_Moth\139239367.jpg,European_Corn_Borer_Moth
6510,preprocessed_images\European_Corn_Borer_Moth\139369700.jpg,European_Corn_Borer_Moth
6511,preprocessed_images\European_Corn_Borer_Moth\139849920.jpg,European_Corn_Borer_Moth
6512,preprocessed_images\European_Corn_Borer_Moth\140094998.jpg,European_Corn_Borer_Moth
6513,preprocessed_images\European_Corn_Borer_Moth\140528400.jpg,European_Corn_Borer_Moth
6514,preprocessed_images\European_Corn_Borer_Moth\140655725.jpg,European_Corn_Borer_Moth
6515,preprocessed_images\European_Corn_Borer_Moth\140876665.jpg,European_Corn_Borer_Moth
6516,preprocessed_images\European_Corn_Borer_Moth\140963357.jpg,European_Corn_Borer_Moth
6517,preprocessed_images\European_Corn_Borer_Moth\141049419.jpg,European_Corn_Borer_Moth
6518,preprocessed_images\European_Corn_Borer_Moth\141049660.jpg,European_Corn_Borer_Moth
6519,preprocessed_images\European_Corn_Borer_Moth\141390375.jpg,European_Corn_Borer_Moth
6520,preprocessed_images\European_Corn_Borer_Moth\141390390.jpg,European_Corn_Borer_Moth
6521,preprocessed_images\European_Corn_Borer_Moth\141862102.jpg,European_Corn_Borer_Moth
6522,preprocessed_images\European_Corn_Borer_Moth\141968215.jpg,European_Corn_Borer_Moth
6523,preprocessed_images\European_Corn_Borer_Moth\141968236.jpg,European_Corn_Borer_Moth
6524,preprocessed_images\European_Corn_Borer_Moth\142624793.jpg,European_Corn_Borer_Moth
6525,preprocessed_images\European_Corn_Borer_Moth\142753257.jpg,European_Corn_Borer_Moth
6526,preprocessed_images\European_Corn_Borer_Moth\142842008.jpg,European_Corn_Borer_Moth
6527,preprocessed_images\European_Corn_Borer_Moth\143095748.jpg,European_Corn_Borer_Moth
6528,preprocessed_images\European_Corn_Borer_Moth\143265813.jpg,European_Corn_Borer_Moth
6529,preprocessed_images\European_Corn_Borer_Moth\143335529.jpg,European_Corn_Borer_Moth
6530,preprocessed_images\European_Corn_Borer_Moth\143612750.jpg,European_Corn_Borer_Moth
6531,preprocessed_images\European_Corn_Borer_Moth\143713095.jpg,European_Corn_Borer_Moth
6532,preprocessed_images\European_Corn_Borer_Moth\143897343.jpg,European_Corn_Borer_Moth
6533,preprocessed_images\European_Corn_Borer_Moth\144024686.jpg,European_Corn_Borer_Moth
6534,preprocessed_images\European_Corn_Borer_Moth\144320649.jpg,European_Corn_Borer_Moth
6535,preprocessed_images\European_Corn_Borer_Moth\144581526.jpg,European_Corn_Borer_Moth
6536,preprocessed_images\European_Corn_Borer_Moth\144586587.jpg,European_Corn_Borer_Moth
6537,preprocessed_images\European_Corn_Borer_Moth\145527411.jpg,European_Corn_Borer_Moth
6538,preprocessed_images\European_Corn_Borer_Moth\145928247.jpg,European_Corn_Borer_Moth
6539,preprocessed_images\European_Corn_Borer_Moth\145945230.jpg,European_Corn_Borer_Moth
6540,preprocessed_images\European_Corn_Borer_Moth\146191862.jpg,European_Corn_Borer_Moth
6541,preprocessed_images\European_Corn_Borer_Moth\146255278.jpg,European_Corn_Borer_Moth
6542,preprocessed_images\European_Corn_Borer_Moth\146259954.jpg,European_Corn_Borer_Moth
6543,preprocessed_images\European_Corn_Borer_Moth\146316445.jpg,European_Corn_Borer_Moth
6544,preprocessed_images\European_Corn_Borer_Moth\146601049.jpg,European_Corn_Borer_Moth
6545,preprocessed_images\European_Corn_Borer_Moth\146875736.jpg,European_Corn_Borer_Moth
6546,preprocessed_images\European_Corn_Borer_Moth\147192896.jpg,European_Corn_Borer_Moth
6547,preprocessed_images\European_Corn_Borer_Moth\147945792.jpg,European_Corn_Borer_Moth
6548,preprocessed_images\European_Corn_Borer_Moth\148464706.jpg,European_Corn_Borer_Moth
6549,preprocessed_images\European_Corn_Borer_Moth\148708366.jpg,European_Corn_Borer_Moth
6550,preprocessed_images\European_Corn_Borer_Moth\148708394.jpg,European_Corn_Borer_Moth
6551,preprocessed_images\European_Corn_Borer_Moth\148890018.jpg,European_Corn_Borer_Moth
6552,preprocessed_images\European_Corn_Borer_Moth\148986819.jpg,European_Corn_Borer_Moth
6553,preprocessed_images\European_Corn_Borer_Moth\149160629.jpg,European_Corn_Borer_Moth
6554,preprocessed_images\European_Corn_Borer_Moth\149284692.jpg,European_Corn_Borer_Moth
6555,preprocessed_images\European_Corn_Borer_Moth\150211625.jpg,European_Corn_Borer_Moth
6556,preprocessed_images\European_Corn_Borer_Moth\150258702.jpg,European_Corn_Borer_Moth
6557,preprocessed_images\European_Corn_Borer_Moth\150677811.jpg,European_Corn_Borer_Moth
6558,preprocessed_images\European_Corn_Borer_Moth\150681498.jpg,European_Corn_Borer_Moth
6559,preprocessed_images\European_Corn_Borer_Moth\150681514.jpg,European_Corn_Borer_Moth
6560,preprocessed_images\European_Corn_Borer_Moth\150716877.jpg,European_Corn_Borer_Moth
6561,preprocessed_images\European_Corn_Borer_Moth\150931447.jpg,European_Corn_Borer_Moth
6562,preprocessed_images\European_Corn_Borer_Moth\150931500.jpg,European_Corn_Borer_Moth
6563,preprocessed_images\European_Corn_Borer_Moth\151036929.jpg,European_Corn_Borer_Moth
6564,preprocessed_images\European_Corn_Borer_Moth\151036974.jpg,European_Corn_Borer_Moth
6565,preprocessed_images\European_Corn_Borer_Moth\151149255.jpg,European_Corn_Borer_Moth
6566,preprocessed_images\European_Corn_Borer_Moth\151149468.jpg,European_Corn_Borer_Moth
6567,preprocessed_images\European_Corn_Borer_Moth\151292927.jpg,European_Corn_Borer_Moth
6568,preprocessed_images\European_Corn_Borer_Moth\151561502.jpg,European_Corn_Borer_Moth
6569,preprocessed_images\European_Corn_Borer_Moth\151568349.jpg,European_Corn_Borer_Moth
6570,preprocessed_images\European_Corn_Borer_Moth\151601280.jpg,European_Corn_Borer_Moth
6571,preprocessed_images\European_Corn_Borer_Moth\151733485.jpg,European_Corn_Borer_Moth
6572,preprocessed_images\European_Corn_Borer_Moth\151733506.jpg,European_Corn_Borer_Moth
6573,preprocessed_images\European_Corn_Borer_Moth\151835916.jpg,European_Corn_Borer_Moth
6574,preprocessed_images\European_Corn_Borer_Moth\151957589.jpg,European_Corn_Borer_Moth
6575,preprocessed_images\European_Corn_Borer_Moth\151960151.jpg,European_Corn_Borer_Moth
6576,preprocessed_images\European_Corn_Borer_Moth\151960165.jpg,European_Corn_Borer_Moth
6577,preprocessed_images\European_Corn_Borer_Moth\152042460.jpg,European_Corn_Borer_Moth
6578,preprocessed_images\European_Corn_Borer_Moth\152205545.jpg,European_Corn_Borer_Moth
6579,preprocessed_images\European_Corn_Borer_Moth\152206725.jpg,European_Corn_Borer_Moth
6580,preprocessed_images\European_Corn_Borer_Moth\152464770.jpg,European_Corn_Borer_Moth
6581,preprocessed_images\European_Corn_Borer_Moth\152472365.jpg,European_Corn_Borer_Moth
6582,preprocessed_images\European_Corn_Borer_Moth\152541592.jpg,European_Corn_Borer_Moth
6583,preprocessed_images\European_Corn_Borer_Moth\152693098.jpg,European_Corn_Borer_Moth
6584,preprocessed_images\European_Corn_Borer_Moth\152693123.jpg,European_Corn_Borer_Moth
6585,preprocessed_images\European_Corn_Borer_Moth\152693146.jpg,European_Corn_Borer_Moth
6586,preprocessed_images\European_Corn_Borer_Moth\152764044.jpg,European_Corn_Borer_Moth
6587,preprocessed_images\European_Corn_Borer_Moth\152792049.jpg,European_Corn_Borer_Moth
6588,preprocessed_images\European_Corn_Borer_Moth\152857861.jpg,European_Corn_Borer_Moth
6589,preprocessed_images\European_Corn_Borer_Moth\152857875.jpg,European_Corn_Borer_Moth
6590,preprocessed_images\European_Corn_Borer_Moth\152857896.jpg,European_Corn_Borer_Moth
6591,preprocessed_images\European_Corn_Borer_Moth\152857916.jpg,European_Corn_Borer_Moth
6592,preprocessed_images\European_Corn_Borer_Moth\152857939.jpg,European_Corn_Borer_Moth
6593,preprocessed_images\European_Corn_Borer_Moth\152858276.jpg,European_Corn_Borer_Moth
6594,preprocessed_images\European_Corn_Borer_Moth\152986315.jpg,European_Corn_Borer_Moth
6595,preprocessed_images\European_Corn_Borer_Moth\153123248.jpg,European_Corn_Borer_Moth
6596,preprocessed_images\European_Corn_Borer_Moth\153123391.jpg,European_Corn_Borer_Moth
6597,preprocessed_images\European_Corn_Borer_Moth\153575623.jpg,European_Corn_Borer_Moth
6598,preprocessed_images\European_Corn_Borer_Moth\153575645.jpg,European_Corn_Borer_Moth
6599,preprocessed_images\European_Corn_Borer_Moth\153637089.jpg,European_Corn_Borer_Moth
6600,preprocessed_images\European_Corn_Borer_Moth\153752065.jpg,European_Corn_Borer_Moth
6601,preprocessed_images\European_Corn_Borer_Moth\154287443.jpg,European_Corn_Borer_Moth
6602,preprocessed_images\European_Corn_Borer_Moth\154308588.jpg,European_Corn_Borer_Moth
6603,preprocessed_images\European_Corn_Borer_Moth\154356906.jpg,European_Corn_Borer_Moth
6604,preprocessed_images\European_Corn_Borer_Moth\154434424.jpg,European_Corn_Borer_Moth
6605,preprocessed_images\European_Corn_Borer_Moth\154923129.jpg,European_Corn_Borer_Moth
6606,preprocessed_images\European_Corn_Borer_Moth\155061878.jpg,European_Corn_Borer_Moth
6607,preprocessed_images\European_Corn_Borer_Moth\155061884.jpg,European_Corn_Borer_Moth
6608,preprocessed_images\European_Corn_Borer_Moth\155061892.jpg,European_Corn_Borer_Moth
6609,preprocessed_images\European_Corn_Borer_Moth\155098933.jpg,European_Corn_Borer_Moth
6610,preprocessed_images\European_Corn_Borer_Moth\156260446.jpg,European_Corn_Borer_Moth
6611,preprocessed_images\European_Corn_Borer_Moth\156260643.jpg,European_Corn_Borer_Moth
6612,preprocessed_images\European_Corn_Borer_Moth\156412004.jpg,European_Corn_Borer_Moth
6613,preprocessed_images\European_Corn_Borer_Moth\156412057.jpg,European_Corn_Borer_Moth
6614,preprocessed_images\European_Corn_Borer_Moth\156525609.jpg,European_Corn_Borer_Moth
6615,preprocessed_images\European_Corn_Borer_Moth\159613391.jpg,European_Corn_Borer_Moth
6616,preprocessed_images\European_Corn_Borer_Moth\159948490.jpg,European_Corn_Borer_Moth
6617,preprocessed_images\European_Corn_Borer_Moth\162631504.jpg,European_Corn_Borer_Moth
6618,preprocessed_images\European_Corn_Borer_Moth\163819444.jpg,European_Corn_Borer_Moth
6619,preprocessed_images\European_Corn_Borer_Moth\165497507.jpg,European_Corn_Borer_Moth
6620,preprocessed_images\European_Corn_Borer_Moth\167579702.jpg,European_Corn_Borer_Moth
6621,preprocessed_images\European_Corn_Borer_Moth\167747788.jpg,European_Corn_Borer_Moth
6622,preprocessed_images\European_Corn_Borer_Moth\167792162.jpg,European_Corn_Borer_Moth
6623,preprocessed_images\European_Corn_Borer_Moth\168122897.jpg,European_Corn_Borer_Moth
6624,preprocessed_images\European_Corn_Borer_Moth\170197295.jpg,European_Corn_Borer_Moth
6625,preprocessed_images\European_Corn_Borer_Moth\170197302.jpg,European_Corn_Borer_Moth
6626,preprocessed_images\European_Corn_Borer_Moth\170197307.jpg,European_Corn_Borer_Moth
6627,preprocessed_images\European_Corn_Borer_Moth\170197311.jpg,European_Corn_Borer_Moth
6628,preprocessed_images\European_Corn_Borer_Moth\170197317.jpg,European_Corn_Borer_Moth
6629,preprocessed_images\European_Corn_Borer_Moth\170197323.jpg,European_Corn_Borer_Moth
